region,prefecture,commune,canton,operateur,lat,lon
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.21009593628448,1.2443819412793014
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.182433333333334,1.2425616666666668
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.1356065880589785,1.2192246532229205
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.210092107551044,1.2441395655048697
Maritime,Golfe,Golfe 2,Bè-Centre,Moov,6.2051618536055075,1.2423956429780214
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.207005,1.2416183333333333
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.206983301073301,1.2427054107238458
Plateaux,Anié,Anié 1,Anié,"Moov, Togocom",7.766923333115871,1.199882924124133
Plateaux,Anié,Anié 1,Anié,"Moov, Togocom",7.7637682326296344,1.1944444111124448
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.135418333333333,1.2133566666666666
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.136328288757687,1.2152355789011322
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.135942808734232,1.2155596202859191
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.135964487334437,1.215594817130567
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.140498678294553,1.2323428292835938
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.139188593364578,1.2347209035424809
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.138988498422505,1.2317099974251517
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.137486295538125,1.2327522504059008
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.13696820482731,1.2313415063330075
Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",6.1987711656277,1.2396516181554014
Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",6.19491773153034,1.2384288557125187
Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",6.171785394620025,1.2343042324280638
Plateaux,Ogou,Ogou 1,Gnagna,Togocom,7.515417787957479,1.1438314218050507
Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",6.171165960336573,1.2344032196140915
Maritime,Golfe,Golfe 2,Bè-Centre,Moov,6.170186666666666,1.23453
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.170044941555962,1.2347900123323632
Plateaux,Ogou,Ogou 1,Djama,"Moov, Togocom",7.517280771982403,1.1460129465452638
Maritime,Golfe,Golfe 2,Bè-Centre,Togocom,6.159530026969016,1.2338866845355274
Maritime,Golfe,Golfe 2,Bè-Centre,Togocom,6.157824783007442,1.233515854178774
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.15618149282535,1.2333732926542762
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1678038289755985,1.2345548602905572
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.168217152586379,1.235413972845964
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.168036091405516,1.2353007983728375
Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",6.158851931400819,1.2333192851078392
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.157750748247865,1.2334958060711727
Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",6.153518762929644,1.232457039769425
Plateaux,Wawa,Wawa 1,Badou,Togocom,7.590504736756302,0.5715386909688952
Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",7.5882000000000005,0.553125
Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",7.588394680946718,0.5421112295235136
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1562809721791885,1.2333311636600428
Plateaux,Ogou,Ogou 1,Gnagna,"Moov, Togocom",7.517910998558986,1.144256258505723
Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",6.152817909117338,1.232080501083799
Plateaux,Wawa,Wawa 1,Késsibo,Togocom,7.684561666666667,0.5891166666666667
Plateaux,Ogou,Ogou 2,Akparé,"Moov, Togocom",7.431982311665051,1.3648119462733095
Maritime,Avé,Avé 1,Edzi,Nsp,6.384941666666666,0.87036
Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",7.583963333333332,0.5370733333333334
Plateaux,Wawa,Wawa 1,Késsibo,Togocom,7.684626641587916,0.590059276963109
Plateaux,Anié,Anié 1,Anié,"Moov, Togocom",7.754293754083797,1.1933329302944429
Plateaux,Anié,Anié 1,Anié,Togocom,7.754769355005218,1.1935707393079924
Plateaux,Ogou,Ogou 2,Akparé,Moov,7.454405,1.310945
Plateaux,Anié,Anié 1,Anié,"Moov, Togocom",7.7553166666666655,1.19355
Plateaux,Wawa,Wawa 1,Késsibo,Togocom,7.684613333333334,0.5891916666666667
Plateaux,Anié,Anié 1,Anié,"Moov, Togocom",7.756023272230463,1.1932316296899868
Plateaux,Ogou,Ogou 2,Akparé,"Moov, Togocom",7.423894077949817,1.3765184488193976
Plateaux,Wawa,Wawa 1,Késsibo,Togocom,7.682885000000001,0.5893733333333333
Plateaux,Wawa,Wawa 1,Késsibo,Togocom,7.679786666666667,0.5898383333333334
Plateaux,Ogou,Ogou 2,Akparé,Moov,7.4662716666666675,1.3207783333333334
Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",7.580728333333333,0.6023433333333333
Plateaux,Ogou,Ogou 2,Katoré,"Moov, Togocom",7.409844196312119,1.409363464585808
Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",7.5896464092100775,0.573673788195422
Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",7.58273,0.6042283333333334
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.169016666666666,1.3009366666666669
Plateaux,Wawa,Wawa 1,Késsibo,Togocom,7.656087715128466,0.5930837225882024
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.170900480623806,1.2813274944993995
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.1710883333333335,1.280375
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.171865,1.2803166666666668
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.168663333333334,1.3014816666666666
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.174504308825122,1.2798654176936761
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.216756666666667,1.2386216666666667
Plateaux,Wawa,Wawa 1,Badou,Togocom,7.5893916428679065,0.6114176689006946
Plateaux,Wawa,Wawa 1,Badou,Togocom,7.590865000000001,0.6110316666666668
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.173625,1.2806733333333333
Plateaux,Wawa,Wawa 1,Badou,Togocom,7.582778615035896,0.6127133333333333
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1805239703782116,1.2401415597501133
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.17771780827862,1.2390054544904718
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1758277422864865,1.2351744610152657
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.150824834427357,1.2371532598323762
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1723767341229445,1.2351523458173999
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.174643235158974,1.2352369843762656
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.17599579889236,1.2392086227194918
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1800365413860545,1.2403945640837037
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.173423333333333,1.303515
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.170754397997225,1.23524038019596
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.170046114669503,1.236656741421866
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.174463333333334,1.3027966666666666
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.206873222877888,1.2384879248220158
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.206878333333333,1.2386116666666667
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.179526666666667,1.2396616666666667
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1795,1.2393666666666665
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.179475,1.239125
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.179418333333333,1.237585
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.179392745985183,1.2367367259517545
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.179712118964979,1.239292191973442
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.179554999999999,1.2397200000000002
Plateaux,Wawa,Wawa 1,Badou,Togocom,7.583237676198667,0.6113273327981006
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1796296643386945,1.2370901291740677
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.140715099192387,1.2295686908465215
Maritime,Golfe,Golfe 4,Amoutivé,Moov,6.141217300710854,1.2298197554957875
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.141189412907558,1.229821752784173
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1509635396944145,1.2364066210340936
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.147194502039719,1.230778735924049
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.164610464206805,1.2351019417296887
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.165358631229803,1.2362075700829998
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.147721551506522,1.2304584372727276
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",6.218583333333333,1.23769
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.158150196375056,1.2354877914320481
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1600500750496945,1.2360132585781336
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.159628586043779,1.2372414598775652
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.160412015868186,1.2365981277565337
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.152465778833107,1.2448753986088184
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.214909766928231,1.240912378690893
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.213356666666666,1.2422666666666666
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.2131406572102,1.2426518607612376
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.1571736870354,1.233407990580999
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.138477228337074,1.226915
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.176278333333332,1.3008199999999999
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.139680752095016,1.226981041246876
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.140950540839941,1.227371277501273
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.141128209235756,1.2272324402707915
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.170573333333334,1.2738016666666667
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.140654898209039,1.2289050000000001
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.171689999999999,1.2743833333333332
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.173685000000001,1.2764833333333332
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.1736648297794945,1.2770677346742296
Plateaux,Anié,Anié 1,Kolo-Kopé,"Moov, Togocom",7.773652156864296,1.3537806246925077
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.178780000000001,1.3044816666666668
Maritime,Golfe,Golfe 1,Bè-Est,Nsp,6.1735035220807815,1.2770997370846215
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.17528,1.2771716666666668
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.13701115686761,1.226083987172989
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.136417020711952,1.2199150372545433
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.196331666666667,1.2685766666666667
Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",7.524283260035519,0.5692957064158178
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.174833333333334,1.27718
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.175401706257329,1.2753171966392278
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.137796625789617,1.2185099409608646
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.1398410508088235,1.2197833333333334
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.1399810456162704,1.2203725608494074
Plateaux,Wawa,Wawa 1,Tomégbé,Togocom,7.504356666666666,0.5338499999999999
Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",6.908957648839628,0.9442482976547094
Plateaux,Wawa,Wawa 1,Kpété-Béna,Togocom,7.480941666666666,0.53272
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.175728333333333,1.3071283333333334
Maritime,Golfe,Golfe 6,Baguida,Togocom,6.1748166666666675,1.307485
Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",6.881061666666667,0.9770133333333334
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.166521666666667,1.3149583333333332
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.1712839623747735,1.3081403411894654
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.173640000000001,1.272775
Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",6.918793333333333,1.0515700000000001
Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",7.423187814709485,0.5463406107337091
Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",7.423213333333333,0.5468166666666666
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.166908333333334,1.31513
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.173170280940796,1.2734817554547022
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.173293539139731,1.2733346111793031
Plateaux,Wawa,Wawa 1,Kpété-Béna,Togocom,7.427111076581305,0.565200280114411
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.168016877389434,1.3259753420252267
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.16862793373587,1.2744783213412765
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.142473484810928,1.2175053256285304
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.14457367024128,1.2165334157501793
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.14572,1.2179166666666668
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.1663266666666665,1.2718233333333333
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.146033670176335,1.218654216270639
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.145767846933911,1.2193118584886231
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.183811967597576,1.2468821731035873
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.167345,1.3259683333333332
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.189856419271071,1.2524116709934252
Maritime,Golfe,Golfe 2,Bè-Centre,Togocom,6.1849560162341835,1.2514002682373042
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.184166254343353,1.2511602066977197
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.190739627590271,1.2527073050053854
Maritime,Golfe,Golfe 1,Bè-Est,Nsp,6.151722796774112,1.259234472613718
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.170683935578083,1.2717405326822737
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.174194999999999,1.3306416666666667
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.169600259883068,1.2689617327611902
Maritime,Golfe,Golfe 6,Baguida,Togocom,6.173583333333332,1.3291700000000002
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.169728333333334,1.2685133333333334
Maritime,Golfe,Golfe 1,Bè-Est,Nsp,6.198894907329312,1.2656435905318766
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.15104,1.25855
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.171033818080058,1.3433144986930579
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.169948333333334,1.330855
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.202047634791565,1.2595946854166977
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.169863333333333,1.33121
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.204862834318989,1.2564035180756157
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.205797832734441,1.2546686923634849
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",6.228577069483808,1.1428210164264945
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.207733333333334,1.2514433333333335
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.150846666666666,1.2556783333333332
Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",7.558178423855008,0.6023284492359721
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.2137044247735025,1.2465882051065278
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.213756543953806,1.246126546378671
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",6.2316465130108565,1.1380861651053773
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.21510454737622,1.2466753471313965
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",6.218006666666668,1.149905
Plateaux,Wawa,Wawa 3,Klabé-Efoukpa,Togocom,7.603486666666667,0.7622699999999999
Plateaux,Wawa,Wawa 1,Késsibo,Togocom,7.598477986445353,0.6425020999613907
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",6.226193364666223,1.1276796534093072
Plateaux,Wawa,Wawa 3,Zogbégan,"Moov, Togocom",7.598315,0.7179766666666667
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.242575198904186,1.2596075020066246
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.238652544448052,1.2582259424111106
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",6.222181666666668,1.1327733333333332
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.223525,1.2533283333333334
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.220571043332608,1.2513547181144236
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.219218412144379,1.250292351090959
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.218001819584626,1.24930200091256
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.1322633333333325,1.2371716666666668
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.196903426548266,1.2504788120109145
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.194705386738706,1.2492655283417378
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.175283003945959,1.2681074305072544
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",6.218366906627012,1.162038681763981
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.175200488067672,1.3428099773505404
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.188947076879031,1.26017366899541
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.1375119,1.2381343
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.175968280042567,1.3420917004717536
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.178861666666667,1.2820733333333334
Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",6.187796743539908,1.2566273250467148
Maritime,Golfe,Golfe 6,Baguida,Togocom,6.165536666666666,1.3301466666666668
Maritime,Golfe,Golfe 6,Baguida,Moov,6.177181790895318,1.3420675705946394
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.177691625507444,1.341596408983405
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.135397348368955,1.209288685256317
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.1356650853980765,1.2110026915900272
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",6.218473333333333,1.1482666666666668
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.1742813611674485,1.2701796778417136
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Nsp,6.180061355048904,1.127575020481974
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.1365833204359985,1.2117815802100393
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.176566197356313,1.3375297096034244
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.177353057174822,1.3389579764667268
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.176577891906378,1.2677419106288697
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.177061666666666,1.338
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.13490764821729,1.2112256600621345
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.175805600435103,1.2677073700150816
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.176713594794741,1.3373784964001103
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Nsp,6.179671666666667,1.1259366666666668
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.136189673043156,1.2202982904429829
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.137365921611991,1.2265415725489255
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.174858103986803,1.3325195711960525
Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",6.1366724659373935,1.2289763250581138
Plateaux,Wawa,Wawa 3,Zogbégan,"Moov, Togocom",7.577398333333334,0.7266066666666667
Plateaux,Wawa,Wawa 3,Zogbégan,Togocom,7.575493333333332,0.7295966666666666
Plateaux,Wawa,Wawa 3,Doumé,"Moov, Togocom",7.57305,0.7586716666666666
Plateaux,Wawa,Wawa 3,Doumé,"Moov, Togocom",7.5463499999999994,0.7885500000000001
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",6.240311666666666,1.18708
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",6.232666666666668,1.1961833333333334
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",6.236589999999999,1.1927433333333333
Plateaux,Wawa,Wawa 2,Gobé,"Moov, Togocom",7.518378333333334,0.8064833333333333
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",6.239729999999999,1.2051433333333332
Maritime,Golfe,Golfe 1,Bè-Est,Nsp,6.160608802405994,1.282346767545268
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.158883616314612,1.2741273070109704
Savanes,Tône,Tône 4,Korbongou,Nsp,10.91248,0.3064166666666667
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.158135341515077,1.2710664649094638
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.158019281054697,1.2700818355209162
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.1707831570181915,1.2845047016315496
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.170929636054117,1.2852774686956598
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.157559164115688,1.2688585752113564
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.1580274264004204,1.2672234308745665
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.1709419679317925,1.2857082279475742
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",6.218067058407933,1.1606115688838232
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Togocom,6.218821666666666,1.1604633333333332
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.158878812533463,1.2703717793615381
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",6.215546666666667,1.1517166666666665
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.170021666666666,1.3468433333333332
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Togocom,6.218996765366893,1.1604384970102888
Maritime,Golfe,Golfe 1,Bè-Est,Nsp,6.145019114796814,1.243069443239399
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.1808254900982025,1.2718658831582823
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.160264015674186,1.2729892592691063
Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",6.210325,1.14933
Maritime,Golfe,Golfe 1,Bè-Est,Moov,6.161051666666666,1.27305
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",6.213138333333334,1.1494833333333332
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.161083406323728,1.2744120611873448
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.161276491283804,1.2742030391296135
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.142875944960806,1.2462594906776256
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.161398570898852,1.2747043625586063
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,"Moov, Togocom",6.251191666666667,1.2132233333333335
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,6.170748975157832,1.2882704872656323
Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",6.170881353954093,1.3500382328404315
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",6.223486666666668,1.161165
Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",6.161000747414165,1.274752439634078
Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",6.206050000000001,1.1536733333333333
Maritime,Golfe,Golfe 6,Baguida,Togocom,6.173143333333333,1.3420883333333333
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",6.227923333333333,1.144375
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Togocom,6.227871666666666,1.1442983333333334
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",6.22173111270411,1.1599447764762054
Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",6.212385,1.144565
Maritime,Golfe,Golfe 6,Baguida,Togocom,6.171126339397642,1.3499715004310857
